C1,0,1658158711356,4
C1,1,1658158711456,4
C1,2,1658158711556,4
C1,3,1658158711657,4
C1,4,1658158711757,4
C1,5,1658158711857,3
C1,6,1658158711957,4
C1,7,1658158712058,4
C1,8,1658158712158,4
C1,9,1658158712258,4
C1,10,1658158712358,4
C1,11,1658158712459,3
C1,12,1658158712559,4
C1,13,1658158712659,4
C1,14,1658158712759,4
C1,15,1658158712860,4
C1,16,1658158712960,4
C1,17,1658158713060,4
C1,18,1658158713161,4
C1,19,1658158713261,4
C1,20,1658158713362,4
C1,21,1658158713462,4
C1,22,1658158713562,4
C1,23,1658158713663,4
C1,24,1658158713763,4
C1,25,1658158713863,3
C1,26,1658158713964,4
C1,27,1658158714064,4
C1,28,1658158714165,4
C1,29,1658158714265,4
C1,30,1658158714365,4
C1,31,1658158714466,4
C1,32,1658158714566,4
C1,33,1658158714667,4
C1,34,1658158714767,4
C1,35,1658158714868,4
C1,36,1658158714968,4
C1,37,1658158715068,4
C1,38,1658158715169,4
C1,39,1658158715269,4
C1,40,1658158715370,4
C1,41,1658158715470,4
C1,42,1658158715570,4
C1,43,1658158715671,4
C1,44,1658158715771,4
C1,45,1658158715872,4
C1,46,1658158715972,4
C1,47,1658158716072,3
C1,48,1658158716172,4
C1,49,1658158716273,4
C1,50,1658158716373,4
C1,51,1658158716473,4
C1,52,1658158716574,4
C1,53,1658158716674,4
C1,54,1658158716775,4
C1,55,1658158716875,4
C1,56,1658158716975,4
C1,57,1658158717076,4
C1,58,1658158717176,4
C1,59,1658158717276,4
C1,60,1658158717377,4
C1,61,1658158717477,4
C1,62,1658158717578,4
C1,63,1658158717678,4
C1,64,1658158717778,4
C1,65,1658158717879,4
C1,66,1658158717979,4
C1,67,1658158718079,4
C1,68,1658158718180,3
C1,69,1658158718280,4
C1,70,1658158718381,4
C1,71,1658158718481,4
C1,72,1658158718582,4
C1,73,1658158718682,4
C1,74,1658158718782,4
C1,75,1658158718883,4
C1,76,1658158718983,4
C1,77,1658158719084,4
C1,78,1658158719184,4
C1,79,1658158719284,4
C1,80,1658158719385,4
C1,81,1658158719485,4
C1,82,1658158719586,4
C1,83,1658158719686,3
C1,84,1658158719786,4
C1,85,1658158719887,4
C1,86,1658158719987,4
C1,87,1658158720087,4
C1,88,1658158720188,4
C1,89,1658158720288,3
C1,90,1658158720389,4
C1,91,1658158720489,3
C1,92,1658158720589,4
C1,93,1658158720690,4
C1,94,1658158720790,4
C1,95,1658158720891,4
C1,96,1658158720991,4
C1,97,1658158721091,4
C1,98,1658158721192,4
C1,99,1658158721292,4
C1,100,1658158721393,4
C1,101,1658158721493,4
C1,102,1658158721593,3
C1,103,1658158721694,4
C1,104,1658158721795,4
C1,105,1658158721895,4
C1,106,1658158721995,4
C1,107,1658158722096,4
C1,108,1658158722196,4
C1,109,1658158722297,4
C1,110,1658158722397,4
C1,111,1658158722498,4
C1,112,1658158722598,4
C1,113,1658158722698,4
C1,114,1658158722799,4
C1,115,1658158722899,4
C1,116,1658158723000,4
C1,117,1658158723100,4
C1,118,1658158723201,4
C1,119,1658158723301,4
C1,120,1658158723402,4
C1,121,1658158723502,4
C1,122,1658158723603,4
C1,123,1658158723703,4
C1,124,1658158723804,4
C1,125,1658158723904,4
C1,126,1658158724005,4
C1,127,1658158724105,4
C1,128,1658158724205,4
C1,129,1658158724306,4
C1,130,1658158724406,4
C1,131,1658158724506,4
C1,132,1658158724607,4
C1,133,1658158724707,4
C1,134,1658158724807,4
C1,135,1658158724908,4
C1,136,1658158725008,4
C1,137,1658158725108,4
C1,138,1658158725209,4
C1,139,1658158725309,4
C1,140,1658158725409,4
C1,141,1658158725510,4
C1,142,1658158725610,4
C1,143,1658158725710,4
C1,144,1658158725811,4
C1,145,1658158725911,4
C1,146,1658158726011,4
C1,147,1658158726112,4
C1,148,1658158726212,3
C1,149,1658158726313,4
C1,150,1658158726413,4
C1,151,1658158726513,4
C1,152,1658158726614,4
C1,153,1658158726714,4
C1,154,1658158726814,4
C1,155,1658158726915,4
C1,156,1658158727015,4
C1,157,1658158727116,3
C1,158,1658158727216,4
C1,159,1658158727317,4
C1,160,1658158727417,4
C1,161,1658158727518,4
C1,162,1658158727618,4
C1,163,1658158727719,4
C1,164,1658158727819,4
C1,165,1658158727920,4
C1,166,1658158728020,4
C1,167,1658158728121,4
C1,168,1658158728221,4
C1,169,1658158728322,4
C1,170,1658158728422,4
C1,171,1658158728522,4
C1,172,1658158728623,4
C1,173,1658158728723,4
C1,174,1658158728824,4
C1,175,1658158728925,4
C1,176,1658158729025,4
C1,177,1658158729125,4
C1,178,1658158729226,3
C1,179,1658158729326,4
C1,180,1658158729427,4
C1,181,1658158729528,4
C1,182,1658158729628,4
C1,183,1658158729729,4
C1,184,1658158729829,4
C1,185,1658158729930,4
C1,186,1658158730030,4
C1,187,1658158730130,4
C1,188,1658158730231,4
C1,189,1658158730331,4
C1,190,1658158730432,4
C1,191,1658158730532,4
C1,192,1658158730632,4
C1,193,1658158730733,3
C1,194,1658158730833,4
C1,195,1658158730934,4
C1,196,1658158731034,4
C1,197,1658158731134,4
C1,198,1658158731234,4
C1,199,1658158731335,4
C1,200,1658158731435,4
C1,201,1658158731535,4
C1,202,1658158731636,4
C1,203,1658158731736,4
C1,204,1658158731836,4
C1,205,1658158731937,4
C1,206,1658158732037,4
C1,207,1658158732138,4
C1,208,1658158732238,4
C1,209,1658158732339,4
C1,210,1658158732439,4
C1,211,1658158732540,4
C1,212,1658158732640,3
C1,213,1658158732741,4
C1,214,1658158732841,4
C1,215,1658158732941,4
C1,216,1658158733042,4
C1,217,1658158733142,4
C1,218,1658158733243,4
C1,219,1658158733343,4
C1,220,1658158733443,4
C1,221,1658158733544,4
C1,222,1658158733644,4
C1,223,1658158733745,4
C1,224,1658158733845,4
C1,225,1658158733946,4
C1,226,1658158734046,4
C1,227,1658158734147,4
C1,228,1658158734247,4
C1,229,1658158734348,4
C1,230,1658158734448,4
C1,231,1658158734548,4
C1,232,1658158734649,4
C1,233,1658158734749,4
C1,234,1658158734850,4
C1,235,1658158734950,4
C1,236,1658158735050,4
C1,237,1658158735151,4
C1,238,1658158735251,4
C1,239,1658158735352,4
C1,240,1658158735452,4
C1,241,1658158735553,4
C1,242,1658158735653,4
C1,243,1658158735754,4
C1,244,1658158735854,4
C1,245,1658158735954,4
C1,246,1658158736055,4
C1,247,1658158736155,4
C1,248,1658158736256,4
C1,249,1658158736356,4
C1,250,1658158736457,4
C1,251,1658158736557,4
C1,252,1658158736657,4
C1,253,1658158736758,4
C1,254,1658158736858,4
C1,255,1658158736959,4
C1,256,1658158737059,4
C1,257,1658158737161,4
C1,258,1658158737261,4
C1,259,1658158737362,3
C1,260,1658158737462,4
C1,261,1658158737562,4
C1,262,1658158737663,4
